"PMID"	"YEAR"	"CITY"	"GEOLONG"	"GEOLAT"	"COUNTRY"	"#SAMPLES"	"NO_CCGH"	"NO_ACGH"	"NO_WES"	"NO_WGS"	"STATUS"
19563644	2009	"Amsterdam"	4.89	52.37	"Netherlands"	2	0	2	0	0	"sample data in article or supplement"
19596256	2009	"Olomouc"	17.25	49.6	"Czech Republic"	2	2	2	0	0	"sample data in article or supplement"
19637320	2009	"Dallas"	-96.81	32.78	"United States"	2	0	2	0	0	"sample data in article or supplement"
19737648	2009	"Kamakura"	139.55	35.31	"Japan"	2	0	2	0	0	"sample data not accessible"
19838194	2009	"Memphis"	-90.05	35.15	"United States"	2	0	2	0	0	"sample data in GEO"
19851200	2009	"Kaohsiung"	120.31	22.62	"Taiwan"	2	0	2	0	0	"incomplete [full text missing]"
20300178	2010	"Rechovot"	34.81	31.89	"Israel"	2	0	2	0	0	"sample data not accessible"
20444257	2010	"Helsinki"	24.94	60.17	"Finland"	2	0	2	0	0	"sample data in GEO"
20453835	2010	"London"	-0.13	51.51	"United Kingdom"	2	0	2	0	0	"sample data in article or supplement"
20505728	2010	"South San Francisco"	-122.41	37.65	"United States"	2	0	2	0	0	"sample data in GEO"
20516441	2010	"Paris"	2.35	48.85	"France"	2	0	2	0	0	"sample data not accessible"
20620607	2010	"Goettingen"	9.93	51.53	"Germany"	2	2	0	0	0	"sample data in Progenetix"
20633763	2010	"Heidelberg"	8.69	49.41	"Germany"	2	0	2	0	0	"sample data not accessible"
20804923	2010	"Olomouc"	17.25	49.6	"Czech Republic"	2	0	2	0	0	"sample data in article or supplement"
20875876	2010	"Bedford"	-0.47	52.13	"United Kingdom"	2	0	2	0	0	"sample data not accessible"
21045081	2010	"Sydney"	151.21	-33.87	"Australia"	2	0	2	0	0	"incomplete"
21203531	2010	"Berlin"	13.41	52.52	"Germany"	2	0	2	2	0	"sample data not accessible"
21252250	2011	"Bethesda"	-77.1	38.98	"United States"	2	0	2	0	0	"sample data not accessible"
21364009	2011	"Vienna"	16.37	48.21	"Austria"	2	0	2	0	0	"sample data in article or supplement"
21397856	2011	"Zurich"	8.55	47.37	"Switzerland"	2	0	2	0	0	"incomplete"
21504705	2011	"Boston"	-71.06	42.36	"United States"	2	0	2	0	0	"sample data not accessible"
21683982	2011	"Oslo"	10.75	59.91	"Norway"	2	0	2	0	0	"sample data in GEO"
21699700	2011	"Barcelona"	2.16	41.39	"Spain"	2	0	2	0	0	"incomplete"
21836492	2011	"San Francisco"	-122.42	37.77	"United States"	2	0	2	0	0	"sample data in Progenetix"
22020040	2011	"Seoul"	126.98	37.57	"Korean Republic"	2	0	2	0	0	"sample data not accessible"
22032829	2012	"Tokyo"	139.69	35.69	"Japan"	2	0	2	0	0	"sample data not accessible"
22040216	2012	"Prague"	14.42	50.09	"Czech Republic"	2	2	0	0	0	"sample data not accessible"
22123490	2012	"Kamakura"	139.55	35.31	"Japan"	2	0	2	0	0	"sample data not accessible"
22266861	2012	"London"	-0.13	51.51	"United Kingdom"	2	0	2	0	0	"sample data in GEO"
22294438	2012	"Vancouver"	-123.12	49.25	"Canada"	2	0	2	0	1	"incomplete"
22616618	2012	"Genoa"	8.92	44.43	"Italy"	2	0	2	0	0	"sample data in Progenetix"
22676344	2012	"Guanajuato"	-101.26	21.02	"Mexico"	2	2	0	0	0	"sample data in Progenetix"
22720208	2012	"Linkoping"	15.62	58.41	"Sweden"	2	0	2	0	0	"sample data not accessible"
22912335	2012	"Daan District"	121.45	25.03	"Taiwan"	2	0	2	0	0	"sample data not accessible"
23333277	2013	"Seoul"	126.98	37.57	"Korean Republic"	2	0	2	0	0	"incomplete"
23616356	2013	"Vancouver"	-123.12	49.25	"Canada"	2	0	0	0	2	"sample data not accessible"
23698072	2013	"Poznan"	16.93	52.41	"Poland"	2	0	0	0	2	"incomplete"
23911237	2013	"Melbourne"	144.96	-37.81	"Australia"	2	0	2	0	0	"incomplete"
24065146	2013	"Cambridge"	0.12	52.2	"United Kingdom"	2	0	2	0	0	"incomplete"
24179665	2013	"Nice"	7.27	43.7	"France"	2	0	2	0	0	"sample data in Progenetix"
24205241	2013	"Rome"	12.51	41.89	"Italy"	2	0	2	0	0	"sample data in article or supplement [problematic format]"
24217199	2014	"Aarhus"	10.21	56.16	"Denmark"	2	0	2	0	0	"sample data in Progenetix"
24223206	2013	"Bethesda"	-77.1	38.98	"United States"	2	0	2	0	0	"incomplete"
24616312	2015	"Vancouver"	-123.12	49.25	"Canada"	2	0	2	0	0	"incomplete"
24698967	2014	"New York City"	-74.01	40.71	"United States"	2	0	2	0	0	"sample data not accessible"
25079072	2014	"Guelph"	-80.26	43.55	"Canada"	2	0	2	0	0	"incomplete"
25079317	2014	"Cambridge"	-71.11	42.38	"United States"	442	0	442	295	107	"incomplete"
25079552	2014	"Cambridge"	-71.11	42.38	"United States"	532	0	532	230	0	"incomplete"
25252869	2015	"saint louis"	-90.26	38.64	"United States"	2	0	0	0	2	"sample data not accessible"
25543465	2014	"Suzhou"	116.98	33.64	"China"	2	0	2	0	0	"incomplete"
25546409	2014	"Leicester"	-1.13	52.64	"United Kingdom"	2	0	0	0	2	"incomplete"
25798586	2015	"Vancouver"	-123.12	49.25	"Canada"	2	0	0	0	2	"incomplete"
25828954	2015	"Sao Paulo"	-46.64	-23.55	"Brazil"	2	0	2	0	0	"incomplete"
25850996	2015	"Milano"	9.19	45.46	"Italy"	2	0	0	2	0	"incomplete"
25953157	2015	"Paris"	2.35	48.85	"France"	2	0	0	2	0	"incomplete"
26361850	2015	"Leiden"	4.5	52.16	"The Netherlands"	2	0	2	0	0	"incomplete"
26619400	2015	"Zhengzhou"	113.65	34.76	"China"	2	0	2	2	0	"incomplete"
26645048	2015	"Singapore"	103.85	1.29	"Singapore"	2	0	0	2	2	"incomplete"
27034009	2016	"Kansas City"	-94.63	39.11	"United States"	2	0	2	0	0	"incomplete"
27897040	2017	"Ioannina"	20.85	39.66	"Greece"	2	0	0	2	0	"incomplete [full text missing]"
28452169	2017	"Shizuoka-shi"	138.38	34.98	"Japan"	2	0	0	2	0	"incomplete"
29764516	2018	"Suzhou"	116.98	33.64	"China"	2	0	0	2	0	"incomplete"
29925043	2018	"Seoul"	126.98	37.57	"Korean Republic"	2	0	0	2	0	"incomplete"
9600210	1998	"Dusseldorf"	6.78	51.22	"Germany"	2	2	0	0	0	"sample data in Progenetix"
10882752	2000	"Columbus"	-97.37	41.43	"United States"	3	3	0	0	0	"sample data in Progenetix"
10956554	2000	"Paris"	2.35	48.85	"France"	3	3	0	0	0	"sample data in article or supplement"
11295036	2001	"Graz"	15.45	47.07	"Austria"	3	3	0	0	0	"incomplete [full text missing]"
11468694	2001	"Toronto"	-79.42	43.7	"Canada"	3	3	0	0	0	"sample data in Progenetix"
11801302	2002	"Hong Kong"	114.16	22.29	"China"	3	3	0	0	0	"sample data in article or supplement [problematic format]"
11889404	2002	"Homburg"	7.34	49.33	"Germany"	3	3	0	0	0	"sample data in Progenetix"
12034524	2002	"Sao Paulo"	-46.64	-23.55	"Brazil"	3	3	0	0	0	"sample data in Progenetix"
12111357	2002	"Rotterdam"	4.48	51.92	"The Netherlands"	3	3	0	0	0	"sample data in Progenetix"
12161359	2002	"Barcelona"	2.16	41.39	"Spain"	3	3	0	0	0	"sample data not accessible"
12165452	2002	"Mainz"	8.28	49.98	"Germany"	3	3	0	0	0	"sample data in Progenetix"
12243368	2002	"Sofia"	23.32	42.7	"Bulgaria"	3	3	0	0	0	"sample data in Progenetix"
12352189	2002	"Geneve"	6.15	46.2	"Switzerland"	3	3	0	0	0	"sample data in article or supplement [problematic format]"
12419589	2002	"Bari"	16.86	41.11	"Italy"	3	3	0	0	0	"sample data in Progenetix"
12606952	2003	"Sutton"	-0.2	51.35	"United Kingdom"	3	0	3	0	0	"sample data not accessible"
12787322	2003	"Sheffield"	-1.47	53.38	"United Kingdom"	3	3	0	0	0	"sample data in article or supplement"
14508391	2003	"Basel"	7.57	47.56	"Switzerland"	3	3	0	0	0	"sample data in Progenetix"
15032972	2004	"Copenhagen"	12.57	55.68	"Denmark"	3	3	0	0	0	"sample data in article or supplement [problematic format]"
15153336	2004	"Turku"	22.27	60.45	"Finland"	3	3	3	0	0	"sample data in article or supplement"
15957152	2005	"London"	-0.13	51.51	"United Kingdom"	3	3	2	0	0	"sample data in Progenetix"
16157198	2005	"Bergen"	5.32	60.39	"Norway"	3	3	3	0	0	"sample data not accessible"
17243162	2007	"Manchester"	-2.24	53.48	"United Kingdom"	3	3	3	0	0	"sample data in Progenetix"
17350464	2007	"Toronto"	-79.42	43.7	"Canada"	3	0	3	0	0	"sample data in Progenetix"
17369134	2007	"Moscow"	37.62	55.75	"Russia"	3	0	3	0	0	"sample data not accessible"
17667537	2007	"Milano"	9.19	45.46	"Italy"	3	3	0	0	0	"sample data in Progenetix"
17901695	2007	"Lund"	13.19	55.71	"Sweden"	3	0	3	0	0	"sample data in Progenetix"
18199546	2008	"South San Francisco"	-122.41	37.65	"United States"	3	0	3	0	0	"incomplete"
18295661	2008	"Nanjing"	118.78	32.06	"China"	3	3	0	0	0	"sample data in article or supplement"
18379416	2008	"Brisbane"	153.03	-27.47	"Australia"	3	3	0	0	0	"sample data in article or supplement"
18382357	2008	"Pamplona"	-1.64	42.82	"Spain"	3	3	0	0	0	"incomplete [full text missing]"
18558287	2008	"Poznan"	16.93	52.41	"Poland"	3	0	3	0	0	"sample data in article or supplement"
19414372	2009	"New York City"	-74.01	40.71	"United States"	3	3	0	0	0	"incomplete [full text missing]"
19584277	2009	"Buffalo"	-93.87	45.17	"United States"	3	0	3	0	0	"incomplete"
19837261	2009	"Kingston"	-76.48	44.23	"Canada"	3	0	3	0	0	"sample data in Progenetix"
20118985	2010	"Boston"	-71.06	42.36	"United States"	3	0	3	0	0	"sample data not accessible"
20123458	2010	"Goyang"	126.83	37.65	"Korean Republic"	3	0	3	0	0	"sample data in Progenetix"
20179022	2010	"Cambridge"	-71.11	42.38	"United States"	3	0	3	0	0	"sample data in GEO"
20215517	2010	"Bethesda"	-77.1	38.98	"United States"	3	0	3	0	0	"sample data not accessible"
20227111	2010	"Milano"	9.19	45.46	"Italy"	3	0	3	0	0	"sample data not accessible"
20305693	2010	"Budapest"	19.04	47.5	"Hungary"	3	0	3	0	0	"sample data in GEO"
20471511	2010	"Lund"	13.19	55.71	"Sweden"	3	0	3	0	0	"sample data in article or supplement"
20683981	2010	"Columbus"	-97.37	41.43	"United States"	3	0	3	0	0	"sample data not accessible"
20952505	2010	"New York City"	-74.01	40.71	"United States"	3	0	3	0	0	"sample data not accessible"
21220613	2011	"Duarte"	-117.98	34.14	"United States"	3	0	3	0	0	"sample data in GEO"
21416100	2011	"San Francisco"	-122.42	37.77	"United States"	3	0	3	0	0	"sample data not accessible"
21543897	2011	"Chicago"	-87.65	41.85	"United States"	3	0	3	0	0	"sample data not accessible"
21554683	2011	"Varese"	8.82	45.82	"Italy"	3	0	3	0	0	"sample data not accessible"
21584902	2011	"Vienna"	16.37	48.21	"Austria"	3	0	3	0	0	"sample data in GEO"
21879810	2012	"Milano"	9.19	45.46	"Italy"	3	0	3	0	0	"sample data in article or supplement"
21883364	2011	"San Francisco"	-122.42	37.77	"United States"	3	0	3	0	0	"sample data in Progenetix"
22037351	2012	"Minneapolis"	-93.26	44.98	"United States"	3	0	3	0	0	"sample data not accessible"
22137795	2011	"Boston"	-71.06	42.36	"United States"	3	0	3	0	0	"sample data in GEO"
22285020	2011	"Athens"	23.72	37.98	"Greece"	3	3	0	0	0	"sample data in Progenetix"
22733138	2013	"Bethesda"	-77.1	38.98	"United States"	3	0	3	0	0	"sample data not accessible"
22936659	2012	"Stanford"	-122.17	37.43	"United States"	3	0	0	3	0	"incomplete"
23019412	2012	"Lund"	13.19	55.71	"Sweden"	3	0	3	0	0	"incomplete"
23071490	2012	"Phoenix"	-112.07	33.45	"United States"	3	0	0	0	3	"sample data not accessible"
23912677	2013	"Suzhou Jiangsu"	120.6	31.3	"China"	3	0	0	3	0	"incomplete [full text missing]"
24037760	2013	"Melbourne"	144.96	-37.81	"Australia"	3	0	3	0	0	"incomplete"
24147068	2013	"Bethesda"	-77.1	38.98	"United States"	3	0	0	0	3	"incomplete"
24201123	2014	"Verona"	10.98	45.43	"Italy"	3	0	3	0	0	"sample data in Progenetix"
24739973	2014	"Boston"	-71.06	42.36	"United States"	3	0	3	0	0	"incomplete"
25794135	2015	"Trondheim"	10.4	63.43	"Norway"	3	0	0	3	0	"incomplete"
25960282	2015	"Dublin"	-6.25	53.33	"Ireland"	3	0	3	0	0	"incomplete"
25963524	2015	"Cambridge"	-71.11	42.38	"United States"	3	0	3	3	0	
26681674	2016	"Houston"	-95.36	29.76	"United States"	3	0	0	3	3	"incomplete"
27035284	2016	"Taichung"	120.68	24.15	"Taiwan"	3	0	0	3	0	"incomplete"
27902597	2016	"Genoa"	8.92	44.43	"Italy"	3	0	0	3	0	"incomplete"
28460465	2017	"Manchester"	-2.24	53.48	"United Kingdom"	3	0	3	0	0	"incomplete"
29689243	2018	"Pittsburgh"	-80	40.44	"United States"	3	0	0	3	0	"incomplete"
29854299	2018	"Tampa"	-82.46	27.95	"United States"	3	0	0	3	0	"incomplete"
29892687	2018	"Charlotte"	-80.84	35.23	"United States"	3	0	0	3	0	"incomplete"
29898407	2018	"Chapel Hill"	-79.06	35.91	"United States"	139	0	139	139	0	"incomplete"
30241415	2018	"Seoul"	126.98	37.57	"Korean Republic"	3	0	0	3	0	"incomplete"
8915847	1996	"Mannheim"	8.48	49.5	"Germany"	3	3	0	0	0	"sample data in Progenetix"
10375592	1999	"Graz"	15.45	47.07	"Austria"	4	4	0	0	0	"incomplete"
10517500	1999	"Bonn"	7.1	50.73	"Germany"	4	4	0	0	0	"sample data not accessible"
11061550	2000	"Bethesda"	-77.1	38.98	"United States"	4	4	0	0	0	"sample data not accessible"
11079775	2000	"Baltimore"	-76.61	39.29	"United States"	4	4	0	0	0	"sample data in Progenetix"
11135430	2001	"Reims"	4.03	49.25	"France"	4	4	0	0	0	"sample data not accessible"
11385224	2001	"Yamaguchi-shi"	131.47	34.19	"Japan"	4	4	0	0	0	"sample data not accessible"
11408062	2001	"Gifu"	136.76	35.42	"Japan"	4	4	0	0	0	"sample data in Progenetix"
11408072	2001	"Rome"	12.51	41.89	"Italy"	4	4	0	0	0	"sample data in Progenetix"
11454424	2001	"Halle"	8.36	52.06	"Germany"	4	4	0	0	0	"sample data in Progenetix"
11563625	2001	"Muenster"	7.63	51.96	"Germany"	4	4	0	0	0	"sample data in Progenetix"
11788885	2002	"Kanagawa Ward"	139.63	35.48	"Japan"	4	4	0	0	0	"sample data not accessible"
11793441	2002	"Hong Kong"	114.16	22.29	"China"	4	4	0	0	0	"sample data in Progenetix"
11796825	2002	"Heidelberg"	8.69	49.41	"Germany"	4	4	0	0	0	"sample data not accessible"
11916498	2002	"Durham"	-78.9	35.99	"United States"	4	4	0	0	0	"sample data in Progenetix"
11990821	2002	"Bethesda"	-77.1	38.98	"United States"	4	4	0	0	0	"sample data not accessible"
12096139	2002	"Aarhus"	10.21	56.16	"Denmark"	4	4	0	0	0	"sample data in article or supplement [problematic format]"
12505251	2002	"Paris"	2.35	48.85	"France"	4	0	4	0	0	"incomplete"
12547156	2002	"Stockholm"	18.06	59.33	"Sweden"	4	4	0	0	0	"sample data in Progenetix"
12648233	2003	"Berlin"	13.41	52.52	"Germany"	4	4	0	0	0	"sample data in Progenetix"
12659655	2003	"Mexico City"	-99.13	19.43	"Mexico"	4	4	0	0	0	"sample data in Progenetix"
15120909	2004	"Buffalo"	-93.87	45.17	"United States"	4	0	4	0	0	"sample data in article or supplement"
15325091	2004	"Leipzig"	12.37	51.34	"Germany"	4	4	0	0	0	"sample data not accessible"
15863129	2005	"Goettingen"	9.93	51.53	"Germany"	4	4	0	0	0	"sample data in Progenetix"
15981814	2005	"Salamanca"	-3.68	40.43	"Spain"	4	4	0	0	0	"sample data not accessible"
16456259	2005	"Lucknow"	80.92	26.84	"India"	4	4	0	0	0	"sample data in Progenetix"
16718352	2006	"Muenster"	7.63	51.96	"Germany"	4	4	0	0	0	"sample data in Progenetix"
16966431	2006	"Los Angeles"	-118.24	34.05	"United States"	4	0	4	0	0	"sample data in GEO"
17267813	2007	"Leiden"	4.5	52.16	"The Netherlands"	4	0	4	0	0	"sample data in GEO"
17981215	2007	"Toronto"	-79.42	43.7	"Canada"	4	4	4	0	0	"sample data in Progenetix"
18167341	2008	"Bethesda"	-77.1	38.98	"United States"	4	0	4	0	0	"sample data in GEO"
18407410	2008	"London"	-0.13	51.51	"United Kingdom"	4	0	4	0	0	"incomplete"
18561313	2008	"Maastricht"	5.69	50.85	"The Netherlands"	4	4	0	0	0	"sample data in article or supplement"
18652591	2009	"Pittsburgh"	-80	40.44	"United States"	4	0	4	0	0	"sample data in Progenetix"
18671701	2008	"Kiel"	10.13	54.32	"Germany"	4	0	4	0	0	"sample data in article or supplement"
19179901	2009	"Vancouver"	-123.12	49.25	"Canada"	4	0	4	0	0	"sample data in article or supplement"
19191266	2009	"Hannover"	9.73	52.37	"Germany"	4	0	4	0	0	"sample data in article or supplement"
19336547	2009	"Hsinchu"	120.97	24.8	"Taiwan"	4	0	4	0	0	"incomplete"
19378321	2009	"Heidelberg"	8.69	49.41	"Germany"	4	0	4	0	0	"sample data in Progenetix"
19584155	2009	"Vienna"	16.37	48.21	"Austria"	4	4	0	0	0	"sample data in article or supplement"
19781440	2009	"Prague"	14.42	50.09	"Czech Republic"	4	0	4	0	0	"sample data in article or supplement"
19863778	2009	"Amsterdam"	4.89	52.37	"Netherlands"	4	0	4	0	0	"sample data in GEO"
20084286	2010	"London"	-81.23	42.98	"Canada"	4	0	4	0	0	"sample data in GEO"
20098431	2010	"Frankfurt am Main"	8.68	50.12	"Germany"	4	0	4	0	0	"sample data in GEO"
20169162	2010	"Bethesda"	-77.1	38.98	"United States"	4	0	4	0	0	"sample data in GEO"
20303007	2010	"Dunedin"	170.5	-45.87	"New Zealand"	4	0	4	0	0	"sample data not accessible"
20556744	2010	"Barcelona"	2.16	41.39	"Spain"	4	0	4	0	0	"sample data in GEO"
21107323	2010	"Los Angeles"	-118.24	34.05	"United States"	4	0	4	0	0	"sample data in GEO"
21156253	2010	"Yamaguchi-shi"	131.47	34.19	"Japan"	4	4	0	0	0	"sample data in Progenetix"
21160474	2011	"Sutton"	-0.2	51.35	"United Kingdom"	4	0	4	0	0	"sample data in GEO"
21168406	2011	"Columbia"	-87.04	35.62	"United States"	4	0	4	0	0	"sample data in GEO"
21247443	2011	"Helsinki"	24.94	60.17	"Finland"	4	0	4	0	0	"sample data in GEO"
21308741	2011	"Lille"	3.06	50.63	"France"	4	0	4	0	0	"incomplete"
21474781	2011	"Toronto"	-79.42	43.7	"Canada"	4	0	4	0	0	"sample data in GEO"
21508638	2011	"South San Francisco"	-122.41	37.65	"United States"	4	0	4	0	0	"sample data not accessible"
21666724	2012	"Detroit"	-83.05	42.33	"United States"	4	0	4	0	0	"incomplete"
21735166	2011	"Innsbruck"	11.39	47.26	"Austria"	4	4	0	0	0	"sample data in Progenetix"
22183581	2012	"Cambridge UK"	0.12	52.21	"United Kingdom"	4	0	4	0	0	"sample data in GEO"
22473970	2012	"Paris"	2.35	48.85	"France"	4	0	4	0	0	"sample data not accessible"
22529291	2012	"Scottsdale"	-111.9	33.51	"United States"	4	0	0	0	4	"sample data not accessible"
23143595	2012	"Kiel"	10.13	54.32	"Germany"	4	0	0	4	4	"sample data not accessible"
23289505	2013	"San Antonio"	-98.49	29.42	"United States"	4	0	4	0	0	"sample data not accessible"
23571474	2013	"Amsterdam"	4.89	52.37	"Netherlands"	4	0	4	0	0	"incomplete"
23791528	2013	"Philadelphia"	-75.16	39.95	"United States"	4	0	4	0	0	"incomplete"
23792563	2013	"Boston"	-71.06	42.36	"United States"	534	0	534	417	22	"incomplete"
24055054	2013	"Philadelphia"	-75.16	39.95	"United States"	4	0	4	0	0	"incomplete"
24885769	2014	"Frederick"	-77.41	39.41	"United States"	4	0	4	0	0	"incomplete"
25057852	2014	"Leuven"	4.7	50.88	"Belgium"	4	0	4	0	0	"sample data in GEO"
25242043	2014	"Badalona"	2.25	41.45	"Spain"	4	0	4	0	0	"incomplete"
25424124	2014	"Sao Paulo"	-46.64	-23.55	"Brazil"	4	0	4	0	0	"incomplete"
25673644	2015	"Boston"	-71.06	42.36	"United States"	4	0	0	4	0	"incomplete"
25992885	2015	"Zurich"	8.55	47.37	"Switzerland"	4	0	4	0	0	"incomplete"
26620706	2015	"Madrid"	-3.7	40.42	"Spain"	4	3	0	4	0	"incomplete"
26672766	2016	"Shanghai"	121.46	31.22	"China"	4	0	0	4	0	"incomplete"
26854024	2016	"Singapore"	103.85	1.29	"SG"	4	0	4	0	0	"incomplete"
27050099	2016	"Los Angeles"	-118.24	34.05	"United States"	4	0	4	0	0	"incomplete"
27139883	2016	"Seoul"	126.98	37.57	"Korean Republic"	4	0	4	0	0	"incomplete"
27718322	2017	"Montreal"	-73.59	45.51	"Canada"	4	0	0	4	0	"incomplete"
27846907	2016	"Melbourne"	144.96	-37.81	"Australia"	4	0	0	0	4	"incomplete"
28552950	2017	"Boston"	-71.06	42.36	"United States"	4	0	0	4	0	"incomplete"
29755658	2018	"Aberdeen"	-2.1	57.14	"United Kingdom"	4	0	0	4	0	"incomplete"
30284611	2018	"Rotterdam"	4.48	51.92	"Netherlands"	4	0	0	4	0	"incomplete"
30694556	2019	"Budapest"	19.04	47.5	"Hungary"	4	0	0	0	4	"incomplete"
8383093	1993	"Heidelberg"	8.69	49.41	"Germany"	4	4	0	0	0	"sample data not accessible"
9624528	1998	"Villejuif"	2.36	48.79	"France"	4	4	0	0	0	"sample data in article or supplement [problematic format]"
9824200	1998	"Rotterdam"	4.48	51.92	"The Netherlands"	4	4	0	0	0	"sample data in Progenetix"
10748289	2000	"Otsu-shi"	135.87	35	"Japan"	5	5	0	0	0	"sample data in Progenetix"
10867149	2000	"Helsinki"	24.94	60.17	"Finland"	5	5	0	0	0	"sample data in Progenetix"
10962567	2000	"Hong Kong"	114.16	22.29	"China"	5	5	0	0	0	"sample data not accessible"
11493333	2001	"Fukuoka-shi"	130.42	33.61	"Japan"	5	5	0	0	0	"sample data in article or supplement [problematic format]"
11996800	2002	"Hong Kong"	114.16	22.29	"China"	5	5	0	0	0	"sample data in article or supplement [problematic format]"
12002764	2002	"Fukuoka-shi"	130.42	33.61	"Japan"	5	5	0	0	0	"sample data not accessible"
12072201	2002	"Leiden"	4.5	52.16	"The Netherlands"	5	5	5	0	0	"sample data in article or supplement [problematic format]"
12118105	2002	"Leuven"	4.7	50.88	"Belgium"	5	5	0	0	0	"sample data in Progenetix"
12486240	2002	"London"	-0.13	51.51	"United Kingdom"	5	5	0	0	0	"sample data in Progenetix"
12874783	2003	"Cagliari"	9.12	39.23	"Italy"	5	5	0	0	0	"sample data in Progenetix"
15161702	2004	"Munich"	11.58	48.14	"Germany"	5	5	0	0	0	"incomplete"
15163005	2004	"Stanford"	-122.17	37.43	"United States"	5	5	5	0	0	"sample data in GEO"
15474146	2004	"Homburg"	7.34	49.33	"Germany"	5	5	0	0	0	"sample data in Progenetix"
16075461	2005	"Madison"	-74.42	40.76	"United States"	5	0	5	0	0	"sample data in article or supplement"
16448697	2006	"Barcelona"	2.16	41.39	"Spain"	5	5	5	0	0	"sample data in Progenetix"
16511509	2006	"Kiel"	10.13	54.32	"Germany"	5	0	5	0	0	"sample data not accessible"
16616112	2006	"Yeongdong-gun"	127.78	36.18	"Korean Republic"	5	5	5	0	0	"sample data in Progenetix"
16640646	2006	"Muenster"	7.63	51.96	"Germany"	5	5	0	0	0	"sample data in Progenetix"
16642477	2006	"Tampere"	23.79	61.5	"Finland"	5	0	5	0	0	"sample data in GEO"
16756668	2006	"Toronto"	-79.42	43.7	"Canada"	5	0	5	0	0	"sample data in GEO"
17804709	2007	"Rotterdam"	4.48	51.92	"The Netherlands"	5	0	5	0	0	"sample data in article or supplement [problematic format]"
17873899	2007	"Rotterdam"	4.48	51.92	"The Netherlands"	5	5	0	0	0	"sample data in Progenetix"
18050305	2008	"Rotterdam"	4.48	51.92	"The Netherlands"	5	0	5	0	0	"sample data not accessible"
18188592	2008	"Oslo"	10.75	59.91	"Norway"	5	5	0	0	0	"sample data in article or supplement"
18604193	2008	"Lund"	13.19	55.71	"Sweden"	5	0	5	0	0	"sample data in GEO"
19080713	2008	"Guangzhou"	113.25	23.12	"China"	5	0	5	0	0	"sample data not accessible"
19199331	2009	"Lund"	13.19	55.71	"Sweden"	5	0	5	0	0	"sample data in GEO"
19474426	2009	"Villejuif"	2.36	48.79	"France"	5	0	5	0	0	"sample data not accessible"
19956686	2009	"Bristol"	-2.6	51.46	"United Kingdom"	5	0	5	0	0	"sample data in GEO"
19963143	2010	"Prague"	14.42	50.09	"Czech Republic"	5	0	5	0	0	"sample data not accessible"
20218740	2010	"Houston"	-95.36	29.76	"United States"	5	0	5	0	0	"sample data not accessible"
